2403607	CRIM POL/JUS ADM  	3  	                                                                                	          	         	          	TDF      	2  	LECT 	FR	  	  	  	  	  	  	1800-2100	POL3 	615  	JUN                          	PH.D.CRIM           	                    	                    	10 	16/01/2559 20:00
2403609	PDG TRMT CRIM VIC 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	1300-1600	POL3 	615  	ULK                          	MASTER'S CRIM       	                    	                    	15 	16/01/2559 20:00
2403618	IND STUDY         	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL3 	IA   	STAFF                        	                    	                    	                    	5  	16/01/2559 20:00
2403619	ADV STA FOR SOC SC	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	0900-1200	POL3 	615  	SCW                          	MASTER'S CRIM       	                    	                    	15 	16/01/2559 20:00
2403619	ADV STA FOR SOC SC	3  	                                                                                	          	         	          	TDF      	2  	LECT 	SA	  	  	  	  	  	  	0900-1200	POL3 	615  	SCW                          	PH.D.CAIM           	                    	                    	10 	16/01/2559 20:00
2403633	DEB CONT ANTHR THO	3  	                                                                                	          	         	          	TDF      	1  	LECT 	WE	  	  	  	  	  	  	1300-1600	POL3 	90817	JSN                          	PH.D.SOCIO          	                    	                    	5  	16/01/2559 20:00
2403640	LIFE RISK/DEATH   	3  	                                                                                	          	         	          	TDF      	1  	LECT 	MO	  	  	  	  	  	  	0900-1200	POL3 	90817	PSB                          	MASTER 'S CRIM      	                    	                    	10 	16/01/2559 20:00
2403724	SEM TOP SOC CULT  	3  	                                                                                	          	         	          	TDF      	1  	SMNA 	TU	  	  	  	  	  	  	1300-1600	POL3 	90817	NPP                          	PH.D.SOCIO          	                    	                    	5  	16/01/2559 20:00
2403726	SEM SE CRI CJ ADM 	3  	                                                                                	          	         	          	TDF      	1  	SMNA 	SA	  	  	  	  	  	  	1300-1600	POL3 	614  	TPN                          	PH.D.CAIM           	                    	                    	10 	16/01/2559 20:00
2403811	THESIS            	12 	                                                                                	          	         	          	TDF      	1  	IDPS 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	10 	16/01/2559 20:00
2404220	THAI ADM SYSTEM   	3  	                                                                                	01/03/2559	0830-1030	11/05/2559	0830-1030	1  	LECT 	TU	  	  	  	  	  	  	0900-1200	POL1 	103.A	WMC,CCD                      	                    	                    	                    	75 	16/01/2559 20:00
2404220	THAI ADM SYSTEM   	3  	                                                                                	01/03/2559	0830-1030	11/05/2559	0830-1030	2  	LECT 	TU	  	  	  	  	  	  	0900-1200	POL1 	103.A	CCD,WMC                      	                    	                    	                    	64 	16/01/2559 20:00
2404312	PERSONNEL ADM     	3  	                                                                                	02/03/2559	0830-1030	04/05/2559	0830-1030	1  	LECT 	WE	  	  	  	  	  	  	0900-1200	POL1 	202  	ASP                          	                    	                    	                    	75 	16/01/2559 20:00
2404312	PERSONNEL ADM     	3  	                                                                                	02/03/2559	0830-1030	04/05/2559	0830-1030	2  	LECT 	WE	  	  	  	  	  	  	0900-1200	POL1 	202  	ASP                          	                    	                    	                    	45 	16/01/2559 20:00
2404316	INTRO MGT INFO SYS	3  	                                                                                	          	         	04/05/2559	0830-1030	1  	LECT 	WE	  	  	  	  	  	  	0900-1200	POL1 	205.B	DWN                          	                    	                    	                    	15 	16/01/2559 20:00
2404317	HUMAN RESOURC PLAN	3  	                                                                                	03/03/2559	0830-1030	13/05/2559	0830-1130	1  	LECT 	TH	  	  	  	  	  	  	0900-1200	POL1 	103.A	CCD                          	                    	                    	                    	50 	16/01/2559 20:00
2404318	MONITOR/EVAL      	3  	                                                                                	          	         	02/05/2559	1300-1600	1  	LECT 	MO	  	  	  	  	  	  	1300-1600	POL1 	205.A	CNN                          	                    	                    	                    	12 	16/01/2559 20:00
2404364	QUANT ANALYSIS    	3  	                                                                                	          	         	          	TDF      	1  	LECT 	MO	  	  	  	  	  	  	1600-1900	POL1 	205.A	CNN                          	                    	                    	                    	10 	16/01/2559 20:00
2404368	STAT FOR ADM      	3  	2404323                                                                         	          	         	11/05/2559	1300-1500	1  	LECT 	TU	  	  	  	  	  	  	1300-1600	POL1 	202  	DWN                          	                    	                    	                    	75 	16/01/2559 20:00
2404368	STAT FOR ADM      	3  	2404323                                                                         	          	         	11/05/2559	1300-1500	2  	LECT 	TU	  	  	  	  	  	  	1300-1600	POL1 	202  	DWN                          	                    	                    	                    	30 	16/01/2559 20:00
2404411	TECH&METH ADM IMP 	3  	                                                                                	          	         	12/05/2559	1300-1500	1  	LECT 	WE	  	  	  	  	  	  	1300-1600	POL1 	202  	PMY                          	MINOR               	                    	                    	70 	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	DWN                          	PA ONLY             	                    	                    	4  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	10 	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	SYB                          	PA ONLY             	                    	                    	5  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	11 	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	WMC                          	PA ONLY             	                    	                    	5  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	2  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	SWD                          	PA ONLY             	                    	                    	4  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	3  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	PSK                          	PA ONLY             	                    	                    	5  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	4  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	ACP                          	PA ONLY             	                    	                    	5  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	5  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	PMY                          	PA ONLY             	                    	                    	4  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	6  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	SNT                          	PA ONLY             	                    	                    	5  	16/01/2559 20:00
2404412	P.A. WORKSHOP     	3  	                                                                                	          	         	          	TDF      	8  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	WKT                          	PA ONLY             	                    	                    	5  	16/01/2559 20:00
2404414	READ PA           	3  	                                                                                	          	         	04/05/2559	0830-1130	1  	LECT 	WE	  	  	  	  	  	  	0900-1200	POL1 	210  	KKS                          	                    	                    	                    	40 	16/01/2559 20:00
2404414	READ PA           	3  	                                                                                	          	         	04/05/2559	0830-1130	2  	LECT 	TU	  	  	  	  	  	  	0900-1200	POL1 	102  	DWN                          	                    	                    	                    	20 	16/01/2559 20:00
2404414	READ PA           	3  	                                                                                	          	         	04/05/2559	0830-1130	3  	LECT 	WE	  	  	  	  	  	  	0900-1200	POL1 	103.A	ACP                          	                    	                    	                    	15 	16/01/2559 20:00
2404416	HUM RES DEV       	3  	                                                                                	          	         	17/05/2559	0830-1030	1  	LECT 	MO	  	  	  	  	  	  	0900-1200	POL1 	210  	SWD                          	MAJOR               	                    	                    	70 	16/01/2559 20:00
2404416	HUM RES DEV       	3  	                                                                                	          	         	17/05/2559	0830-1030	2  	LECT 	MO	  	  	  	  	  	  	0900-1200	POL1 	210  	SWD                          	MINOR               	                    	                    	50 	16/01/2559 20:00
2404422	PUB BUD MGT PROC  	3  	                                                                                	03/03/2559	0830-1030	13/05/2559	0830-1130	1  	LECT 	TH	  	  	  	  	  	  	0900-1200	POL1 	202  	CSL                          	MAJOR               	                    	                    	30 	16/01/2559 20:00
2404422	PUB BUD MGT PROC  	3  	                                                                                	03/03/2559	0830-1030	13/05/2559	0830-1130	2  	LECT 	TH	  	  	  	  	  	  	0900-1200	POL1 	202  	CSL                          	MIJOR               	                    	                    	20 	16/01/2559 20:00
2404425	REWARD MANAGEMENT 	3  	                                                                                	01/03/2559	1300-1500	11/05/2559	1300-1600	1  	LECT 	TU	  	  	  	  	  	  	1300-1600	POL1 	210  	PPK                          	                    	                    	                    	61 	16/01/2559 20:00
2404428	ECON FIS MON      	3  	                                                                                	01/03/2559	0830-1030	11/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	0900-1200	POL1 	108  	MPC                          	                    	                    	                    	30 	16/01/2559 20:00
2404430	GFMIS             	3  	                                                                                	04/03/2559	0830-1030	16/05/2559	0830-1130	1  	LECT 	FR	  	  	  	  	  	  	0900-1200	POL1 	101  	CSL                          	                    	                    	                    	30 	16/01/2559 20:00
2404431	NAT POLI PLAN PROC	3  	                                                                                	          	         	12/05/2559	1300-1500	1  	LECT 	WE	  	  	  	  	  	  	1300-1600	POL1 	108  	PPY                          	                    	                    	                    	20 	16/01/2559 20:00
2404432	ORG THEO          	3  	                                                                                	29/02/2559	1300-1500	17/05/2559	1300-1500	1  	LECT 	MO	  	  	  	  	  	  	1300-1600	POL1 	107  	WMC                          	                    	                    	                    	75 	16/01/2559 20:00
2404432	ORG THEO          	3  	                                                                                	29/02/2559	1300-1500	17/05/2559	1300-1500	2  	LECT 	MO	  	  	  	  	  	  	1300-1600	POL1 	107  	WMC                          	                    	                    	                    	50 	16/01/2559 20:00
2404435	ENVI POLI PLAN MGT	3  	                                                                                	          	         	12/05/2559	1300-1500	1  	LECT 	WE	  	  	  	  	  	  	1300-1600	POL1 	210  	SWD                          	                    	                    	                    	50 	16/01/2559 20:00
2404467	IND STUDIES       	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	AR   	STAFF                        	                    	                    	                    	5  	16/01/2559 20:00
2404480	SEM PA            	3  	                                                                                	          	         	          	TDF      	1  	LECT 	TH	  	  	  	  	  	  	0900-1200	POL1 	210  	CJT                          	                    	                    	                    	20 	16/01/2559 20:00
2404480	SEM PA            	3  	                                                                                	          	         	          	TDF      	2  	LECT 	TH	  	  	  	  	  	  	0900-1200	POL1 	102  	PMY,PSK                      	                    	                    	                    	20 	16/01/2559 20:00
2404480	SEM PA            	3  	                                                                                	          	         	          	TDF      	3  	LECT 	TH	  	  	  	  	  	  	0900-1200	POL1 	205.A	SNT                          	                    	                    	                    	10 	16/01/2559 20:00
2404600	PUBLIC ADM THEORY 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SU	  	  	  	  	  	  	1300-1600	POL1 	202  	PSK                          	                    	                    	                    	80 	16/01/2559 20:00
2404607	ORG MGT PUB       	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	1300-1600	POL1 	202  	WMC                          	                    	                    	                    	75 	16/01/2559 20:00
2404608	PUBLIC POLICY     	3  	                                                                                	          	         	          	TDF      	1  	LECT 	TH	  	  	  	  	  	  	1300-1600	POL1 	205.A	TSP                          	                    	                    	                    	10 	16/01/2559 20:00
2404608	PUBLIC POLICY     	3  	                                                                                	          	         	          	TDF      	2  	LECT 	TH	  	  	  	  	  	  	1730-2030	POL1 	202  	TSP                          	                    	                    	                    	65 	16/01/2559 20:00
2404609	RES MET PUB ADM   	3  	C.F.                                                                            	          	         	          	TDF      	1  	LECT 	SU	  	  	  	  	  	  	0900-1200	POL1 	202  	SYB                          	                    	                    	                    	75 	16/01/2559 20:00
2404610	PUB FIN FIS MGT   	3  	                                                                                	          	         	          	TDF      	1  	LECT 	FR	  	  	  	  	  	  	1300-1600	POL1 	205.A	CSL                          	                    	                    	                    	10 	16/01/2559 20:00
2404610	PUB FIN FIS MGT   	3  	                                                                                	          	         	          	TDF      	2  	LECT 	FR	  	  	  	  	  	  	1730-2030	POL1 	202  	CSL                          	                    	                    	                    	65 	16/01/2559 20:00
2404610	PUB FIN FIS MGT   	3  	                                                                                	          	         	          	TDF      	3  	LECT 	SA	  	  	  	  	  	  	0900-1200	POL1 	202  	CSL                          	                    	                    	                    	72 	16/01/2559 20:00
2404611	STAT DATA PUB ADM 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	MO	  	  	  	  	  	  	1300-1600	POL1 	205.B	DWN                          	                    	                    	                    	10 	16/01/2559 20:00
2404611	STAT DATA PUB ADM 	3  	                                                                                	          	         	          	TDF      	2  	LECT 	MO	  	  	  	  	  	  	1730-2030	POL1 	202  	DWN                          	                    	                    	                    	65 	16/01/2559 20:00
2404620	RES METH PUB ADM  	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SU	  	  	  	  	  	  	0900-1200	POL1 	202  	STAFF                        	                    	                    	                    	1  	16/01/2559 20:00
2404624	PUB ADMIN MAR AFF 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	1300-1600	CHALE	611  	ATN                          	MARAD               	                    	                    	30 	16/01/2559 20:00
2404644	PUB PERSONEL MGT  	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	0900-1200	POL1 	202  	STAFF                        	                    	                    	                    	1  	16/01/2559 20:00
2404645	PUB FINANCE ADM   	3  	                                                                                	          	         	          	TDF      	2  	LECT 	MO	  	  	  	  	  	  	1730-2030	POL1 	210  	CSL                          	                    	                    	                    	2  	16/01/2559 20:00
2404646	PUB MGT INFOR SYS 	3  	2404601,2404620,2404622                                                         	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	1300-1600	POL1 	108  	KKS                          	                    	                    	                    	30 	16/01/2559 20:00
2404655	ORG/MGT DEV TECH  	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SU	  	  	  	  	  	  	1300-1600	POL1 	210  	PMY                          	                    	                    	                    	80 	16/01/2559 20:00
2404660	NATION DEV POL PRO	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	0900-1200	POL1 	210  	PPY                          	                    	                    	                    	80 	16/01/2559 20:00
2404670	PUB ADM/LAW       	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	1300-1600	POL1 	209  	ACP                          	                    	                    	                    	40 	16/01/2559 20:00
2404670	PUB ADM/LAW       	3  	                                                                                	          	         	          	TDF      	2  	LECT 	TU	  	  	  	  	  	  	0900-1200	POL1 	205.B	ACP                          	                    	                    	                    	10 	16/01/2559 20:00
2404670	PUB ADM/LAW       	3  	                                                                                	          	         	          	TDF      	3  	LECT 	TU	  	  	  	  	  	  	1730-2030	POL1 	202  	ACP                          	                    	                    	                    	65 	16/01/2559 20:00
2404672	HUM RES DEV       	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SA	  	  	  	  	  	  	1300-1500	POL1 	210  	SWD                          	                    	                    	                    	80 	16/01/2559 20:00
2404672	HUM RES DEV       	3  	                                                                                	          	         	          	TDF      	1  	DISC 	SA	  	  	  	  	  	  	1500-1600	POL1 	210  	SWD                          	                    	                    	                    	80 	16/01/2559 20:00
2404699	TOPICS IN PUB ADM 	3  	                                                                                	          	         	          	TDF      	1  	LECT 	SU	  	  	  	  	  	  	0900-1200	POL1 	210  	CJT                          	                    	                    	                    	80 	16/01/2559 20:00
2404701	SEM ORG SCI       	3  	                                                                                	          	         	          	TDF      	1  	SMNA 	TH	  	  	  	  	  	  	1300-1600	     	AR   	CJT                          	PH.D.PROGRAM        	                    	                    	10 	16/01/2559 20:00
2404704	EC PUB AD GLOB ERA	3  	                                                                                	          	         	          	TDF      	1  	IDPS 	WE	  	  	  	  	  	  	1300-1600	POL1 	AR   	ACP                          	PH.D.PROGRAM        	                    	                    	5  	16/01/2559 20:00
2404705	CLASSIC PUB AD    	3  	                                                                                	          	         	          	TDF      	1  	LECT 	TH	  	  	  	  	  	  	0900-1200	     	AR   	ACP                          	PH.D.PROGRAM        	                    	                    	10 	16/01/2559 20:00
2404707	SEM ORG SCI       	3  	                                                                                	          	         	          	TDF      	1  	SMNA 	TH	  	  	  	  	  	  	1300-1600	     	AR   	STAFF                        	PH.D.               	                    	                    	5  	16/01/2559 20:00
2404708	SEM MGT           	3  	                                                                                	          	         	          	TDF      	1  	SMNA 	TH	  	  	  	  	  	  	1300-1600	POL1 	205.A	STAFF                        	PH.D.               	                    	                    	5  	16/01/2559 20:00
2404719	DIREC STU THEORY  	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404719	DIREC STU THEORY  	3  	                                                                                	          	         	          	TDF      	2  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404719	DIREC STU THEORY  	3  	                                                                                	          	         	          	TDF      	3  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404719	DIREC STU THEORY  	3  	                                                                                	          	         	          	TDF      	4  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404739	DIREC STU RES METH	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404739	DIREC STU RES METH	3  	                                                                                	          	         	          	TDF      	2  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404739	DIREC STU RES METH	3  	                                                                                	          	         	          	TDF      	3  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404739	DIREC STU RES METH	3  	                                                                                	          	         	          	TDF      	4  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404759	DIREC STU MGT TECH	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404759	DIREC STU MGT TECH	3  	                                                                                	          	         	          	TDF      	2  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404759	DIREC STU MGT TECH	3  	                                                                                	          	         	          	TDF      	3  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404759	DIREC STU MGT TECH	3  	                                                                                	          	         	          	TDF      	4  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404779	DIREC STU THAI    	3  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404779	DIREC STU THAI    	3  	                                                                                	          	         	          	TDF      	2  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404779	DIREC STU THAI    	3  	                                                                                	          	         	          	TDF      	3  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404779	DIREC STU THAI    	3  	                                                                                	          	         	          	TDF      	4  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404811	THESIS            	12 	                                                                                	          	         	          	TDF      	1  	IDPS 	IA	  	  	  	  	  	  	IA-IA00  	     	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2404896	COMPREHENSIVE EXAM	0  	                                                                                	          	         	          	TDF      	1  	LECT 	IA	  	  	  	  	  	  	IA-IA    	POL1 	IA   	STAFF                        	                    	                    	                    	20 	16/01/2559 20:00
2440602	GLOB DEV ASIA/PAC 	3  	                                                                                	          	         	          	TDF      	3  	LECT 	AR	  	  	  	  	  	  	AR-AR    	CHALE	AR   	STAFF                        	EU.STUDIES          	                    	                    	25 	16/01/2559 20:00
2440604	RES METH DEV STUD 	3  	                                                                                	          	         	          	TDF      	3  	LECT 	AR	  	  	  	  	  	  	AR-AR    	CHALE	AR   	STAFF                        	EU.STUDIES          	                    	                    	25 	16/01/2559 20:00
