2944410	MON THEO POL      	3  	2944310 AND 2940309                                                             	          	         	02/05/2559	1300-1600	1  	LECT 	FR	  	  	  	  	  	  	0900-1200	MAHIT	604  	CSS,PLA                      	                    	                    	                    	60 	16/01/2559 20:00
2944418	SEM MON ECON      	3  	2944410 OR 2942412                                                              	          	         	16/05/2559	0830-1130	1  	LECT 	WE	  	  	  	  	  	  	1300-1600	MAHIT	704  	SKK                          	                    	                    	                    	30 	16/01/2559 20:00
2945111	MATH ECONOMIST I  	4  	                                                                                	          	         	11/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	1000-1130	ECON 	412  	SVT                          	                    	                    	                    	30 	16/01/2559 20:00
2945111	MATH ECONOMIST I  	4  	                                                                                	          	         	11/05/2559	0830-1130	1  	TUT  	WE	  	  	  	  	  	  	1300-1500	MAHIT	504  	SVT                          	                    	                    	                    	30 	16/01/2559 20:00
2945112	MATH ECONOMIST II 	4  	2945111                                                                         	          	         	11/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	1000-1130	MAHIT	609  	YYN                          	                    	                    	                    	40 	16/01/2559 20:00
2945112	MATH ECONOMIST II 	4  	2945111                                                                         	          	         	11/05/2559	0830-1130	1  	TUT  	WE	  	  	  	  	  	  	1300-1500	MAHIT	609  	YYN                          	                    	                    	                    	40 	16/01/2559 20:00
2945112	MATH ECONOMIST II 	4  	2945111                                                                         	          	         	11/05/2559	0830-1130	2  	LECT 	TU	  	  	  	  	  	  	1000-1130	MAHIT	612  	VKK                          	                    	                    	                    	40 	16/01/2559 20:00
2945112	MATH ECONOMIST II 	4  	2945111                                                                         	          	         	11/05/2559	0830-1130	2  	TUT  	WE	  	  	  	  	  	  	1300-1500	MAHIT	612  	VKK                          	                    	                    	                    	40 	16/01/2559 20:00
2945112	MATH ECONOMIST II 	4  	2945111                                                                         	          	         	11/05/2559	0830-1130	3  	LECT 	TU	  	  	  	  	  	  	1000-1130	MAHIT	709  	SRK                          	                    	                    	                    	40 	16/01/2559 20:00
2945112	MATH ECONOMIST II 	4  	2945111                                                                         	          	         	11/05/2559	0830-1130	3  	TUT  	FR	  	  	  	  	  	  	0800-1000	MAHIT	709  	SRK                          	                    	                    	                    	40 	16/01/2559 20:00
2945113	STAT ECONOMIST    	4  	                                                                                	          	         	11/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	1000-1130	MAHIT	208  	SSN                          	                    	                    	                    	60 	16/01/2559 20:00
2945113	STAT ECONOMIST    	4  	                                                                                	          	         	11/05/2559	0830-1130	1  	TUT  	WE	  	  	  	  	  	  	1300-1500	MAHIT	610  	SSN                          	                    	                    	                    	60 	16/01/2559 20:00
2945310	INTRO ECONO       	4  	2945113                                                                         	          	         	11/05/2559	0830-1130	1  	LECT 	TU	  	  	  	  	  	  	1600-1900	MAHIT	710  	YYN                          	                    	                    	                    	45 	16/01/2559 20:00
2945310	INTRO ECONO       	4  	2945113                                                                         	          	         	11/05/2559	0830-1130	1  	TUT  	TH	  	  	  	  	  	  	1600-1800	ECON 	215  	YYN                          	                    	                    	                    	45 	16/01/2559 20:00
