3400505,FR ADMIN LAW      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1208 ,LHS,KCV,KVN                  ,                    ,                    ,                    ,50 ,16/01/2559 20:00
,
3400507,PUB ECON LAW      ,3  ,                                                                                ,          ,         ,02/05/2559,1730-2030,1  ,LECT ,MO,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1107 ,KVN,AEN                      ,                    ,                    ,                    ,30 ,16/01/2559 20:00
,
3400508,COMP LEG CONT ADMI,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1105 ,KCV                          ,LAW                 ,                    ,                    ,30 ,16/01/2559 20:00
,
3400509,ADV PUB FIN LAW   ,3  ,                                                                                ,          ,         ,13/05/2559,1730-2030,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1107 ,SPD                          ,                    ,                    ,                    ,30 ,16/01/2559 20:00
,
3400511,LAW ADM STRUC PERS,3  ,                                                                                ,          ,         ,11/05/2559,1730-2030,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1205 ,AEN,CSS,STAFF                ,                    ,                    ,                    ,30 ,16/01/2559 20:00
,
3400512,LAW MAJ PUB SERV  ,3  ,                                                                                ,          ,         ,04/05/2559,1730-2030,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1208 ,NBN,VTV                      ,LAW                 ,                    ,                    ,50 ,16/01/2559 20:00
,
3400515,LAW NAT RES MGT   ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,SA,  ,  ,  ,  ,  ,  ,0900-1200,PINIT,1106 ,ESL                          ,                    ,                    ,                    ,30 ,16/01/2559 20:00
,
3400516,ADV LABOR LAW     ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,MO,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1106 ,PPK                          ,LAW                 ,                    ,                    ,30 ,16/01/2559 20:00
,
3400518,ADV ENVI LAW      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1105 ,STAFF                        ,                    ,                    ,                    ,30 ,16/01/2559 20:00
,
3400520,GERMAN ADMIN LAW  ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,TU,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1209 ,KRW                          ,LAW                 ,                    ,                    ,30 ,16/01/2559 20:00
,
3400521,GOVERN CONTR      ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1109 ,CVS,TCC                      ,                    ,                    ,                    ,50 ,16/01/2559 20:00
,
3400522,ADV CONST POL II  ,3  ,3400501                                                                         ,          ,         ,13/05/2559,1730-2030,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1108 ,KCV                          ,                    ,                    ,                    ,50 ,16/01/2559 20:00
,
3400524,LAW INFO LIB      ,3  ,                                                                                ,          ,         ,09/05/2559,1730-2030,1  ,LECT ,WE,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1209 ,MJP                          ,                    ,                    ,                    ,50 ,16/01/2559 20:00
,
3400527,COMMON LAW TRAD   ,3  ,3400604                                                                         ,          ,         ,          ,TDF      ,1  ,LECT ,FR,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,AR   ,PTS                          ,LAW                 ,                    ,                    ,50 ,16/01/2559 20:00
,
3400529,SEM CONST LAW POL ,3  ,                                                                                ,          ,         ,          ,TDF      ,1  ,SMNA ,FR,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1106 ,AEN,STJ,NSK                  ,LAW                 ,                    ,                    ,50 ,16/01/2559 20:00
,
3400532,LAW CORP FIN      ,3  ,                                                                                ,          ,         ,08/05/2559,1700-2000,1  ,LECT ,TH,  ,  ,  ,  ,  ,  ,1700-2000,PINIT,1106 ,STAFF                        ,LAW                 ,                    ,                    ,30 ,16/01/2559 20:00
,
